reference_id,entity_id,claim_id,rank,property_id,datatype,entity_label,entity_desc,property_label,property_desc,object_label,object_desc,entity_label_is_alias,property_label_is_alias,object_label_is_alias,verbalisation,verbalisation_unks_replaced,verbalisation_unks_replaced_then_dropped,alternative_alias_used,corrected_verbalisation,is_corrected_verbalisation,final_url
380800106ae2327aae1f592e8e97676a847d128b,Q99664425,Q99664425$53F93136-A8CC-4D28-8DA0-43C5067F108D,normal,P577,time,The Court of Appeal (Recording and Broadcasting) Order 2013,UK Statutory Instrument 2013 No. 2786,publication date,date or point in time when a work was first published or released,2013,no-desc,False,False,False,The Court of Appeal (Recording and Broadcasting) Order 2013 was published in 2013.,The Court of Appeal (Recording and Broadcasting) Order 2013 was published in 2013.,The Court of Appeal (Recording and Broadcasting) Order 2013 was published in 2013.,False,The Court of Appeal (Recording and Broadcasting) Order 2013 was published in 2013.,False,https://www.bailii.org/uk/legis/num_reg/2013/uksi_20132786_en_1.html
9d1e306b1e24b191b8f1c40cd29dd62e8e7b2ee2,Q99722003,Q99722003$447966EE-06E1-4F29-8F48-20892FE60EB0,normal,P1031,string,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009,UK Statutory Instrument 2009 No. 3352,citation,legal citation of legislation or a court decision,SI 2009 No. 3352,no-desc,False,True,False,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009 has a citation of SI 2009 No. 3352.,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009 has a citation of SI 2009 No. 3352.,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009 has a citation of SI 2009 No. 3352.,True,The Criminal Defence Service (Recovery of Defence Costs Orders) (Amendment) Regulations 2009 has a citation of SI 2009 No. 3352.,False,https://www.bailii.org/uk/legis/num_reg/2009/uksi_20093352_en_1.html
11264543202af280c259b25f0f727838db6fc935,Q99606628,Q99606628$CEAF4C65-4D63-4D21-BACD-345AD1F85B10,normal,P1001,wikibase-item,The Insolvency Proceedings (Fees) (Amendment) Order 2016,UK Statutory Instrument 2016 No. 184,applies to jurisdiction,"the item (institution, law, public office, public register...) or statement belongs to or has power over or applies to the value (a territorial jurisdiction: a country, state, municipality, ...)",United Kingdom,country in Western Europe,False,False,False,The Insolvency Proceedings (Fees) (Amendment) Order 2016 applies to the jurisdiction of the United Kingdom.,The Insolvency Proceedings (Fees) (Amendment) Order 2016 applies to the jurisdiction of the United Kingdom.,The Insolvency Proceedings (Fees) (Amendment) Order 2016 applies to the jurisdiction of the United Kingdom.,False,The Insolvency Proceedings (Fees) (Amendment) Order 2016 applies to the jurisdiction of the United Kingdom.,False,https://www.bailii.org/uk/legis/num_reg/2016/uksi_2016184_en_1.html
935c54bed41fe68c1a6f913411a62e2a6b7c7911,Q99650831,Q99650831$D9158137-A599-415C-9F0B-9B632CAC624A,normal,P1031,string,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014,UK Statutory Instrument 2014 No. 3049,citation,legal citation of legislation or a court decision,SI 2014 No. 3049,no-desc,False,True,False,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014 has a citation of SI 2014 No. 3049.,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014 has a citation of SI 2014 No. 3049.,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014 has a citation of SI 2014 No. 3049.,True,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014 has a citation of SI 2014 No. 3049.,False,https://www.bailii.org/uk/legis/num_reg/2014/uksi_20143049_en_1.html
49eacce23590dda15f939645474a635759ec1e74,Q99685801,Q99685801$7BC5FD0C-B2D1-4955-A73F-49797B4D6A52,normal,P577,time,The Olympic Route Network Designation (Amendment) Order 2011,UK Statutory Instrument 2011 No. 1656,publication date,date or point in time when a work was first published or released,2011,no-desc,False,False,False,The Olympic Route Network Designation (Amendment) Order 2011 was published in 2011.,The Olympic Route Network Designation (Amendment) Order 2011 was published in 2011.,The Olympic Route Network Designation (Amendment) Order 2011 was published in 2011.,False,The Olympic Route Network Designation (Amendment) Order 2011 was published in 2011.,False,https://www.bailii.org/uk/legis/num_reg/2011/uksi_20111656_en_1.html
a216d3dd910671f2fbdbb68dd36d26adb4770057,Q75775468,Q75775468$FEBA7F3A-889A-4AA2-966C-1909AA413256,normal,P97,wikibase-item,"Joseph Emil, Hereditary Prince of Oettingen-Spielberg",(1917-1944),hereditary title,titles held by the person,Hereditary Prince,noble title,False,True,False,"Joseph Emil, Hereditary Prince of Oettingen-Spielberg has the hereditary title of Hereditary Prince.","Joseph Emil, Hereditary Prince of Oettingen-Spielberg has the hereditary title of Hereditary Prince.","Joseph Emil, Hereditary Prince of Oettingen-Spielberg has the hereditary title of Hereditary Prince.",True,"Joseph Emil, Hereditary Prince of Oettingen-Spielberg has the hereditary title of Hereditary Prince.",False,https://www.thepeerage.com/p32790.htm#i327892
063b53a338b565d9538ac680cb33e4970f538aed,Q75435950,Q75435950$DF8855B4-EF30-414B-94A2-0E6D7A0AA440,normal,P569,time,Alexander Jacques Rupert de Fayet de Montjoye,(born 1986),date of birth,date on which the subject was born,1986,no-desc,False,False,False,Alexander Jacques Rupert de Fayet de Montjoye was born in 1986.,Alexander Jacques Rupert de Fayet de Montjoye was born in 1986.,Alexander Jacques Rupert de Fayet de Montjoye was born in 1986.,False,Alexander Jacques Rupert de Fayet de Montjoye was born in 1986.,False,https://www.thepeerage.com/p14030.htm#i140296
055180d586f4612f4412245a124ad670cf9926af,Q75339650,Q75339650$90E26A42-0316-4061-88DC-F5EA4970D1F1,normal,P26,wikibase-item,Charles Augustus Phillimore,(1871-1950),marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Alice Campion,(1880-1965),False,True,False,Charles Augustus Phillimore married Alice Campion.,Charles Augustus Phillimore married Alice Campion.,Charles Augustus Phillimore married Alice Campion.,True,Charles Augustus Phillimore married Alice Campion.,False,https://www.thepeerage.com/p7359.htm#i73589
452141a2910022c8c4bf97fe0399f80437859405,Q75820988,Q75820988$F6C8E4FB-473A-4E60-93C6-5A967C4C5BE0,normal,P26,wikibase-item,Arthur Percival Dean,(died 1961),marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Jessie Margaret Gaunt,Peerage person ID=347341,False,True,False,Arthur Percival Dean married Jessie Margaret Gaunt.,Arthur Percival Dean married Jessie Margaret Gaunt.,Arthur Percival Dean married Jessie Margaret Gaunt.,True,Arthur Percival Dean married Jessie Margaret Gaunt.,False,https://www.thepeerage.com/p34734.htm#i347340
0d48107f491fb6c21b65a23a4b8e270829abd3ca,Q75315441,Q75315441$39148F59-1E4B-401E-9FEF-0A22B77E4DC5,normal,P569,time,Mary Amicia Eyston,(born 1931),date of birth,date on which the subject was born,24/12/1931,no-desc,False,False,False,Mary Amicia Eyston was born on 24/12/1931.,Mary Amicia Eyston was born on 24/12/1931.,Mary Amicia Eyston was born on 24/12/1931.,False,Mary Amicia Eyston was born on 24/12/1931.,False,https://www.thepeerage.com/p5775.htm#i57745
4ed4a19697579d3cf94f1433a02fb86e872885ec,Q75786340,Q75786340$E55A2A3A-3F1F-467F-B594-41CCD4D8CCA1,normal,P569,time,Hugh L. Davis,(born 1864),date of birth,date on which the subject was born,1864,no-desc,False,False,False,Hugh L. Davis was born in 1864.,Hugh L. Davis was born in 1864.,Hugh L. Davis was born in 1864.,False,Hugh L. Davis was born in 1864.,False,https://www.thepeerage.com/p33344.htm#i333438
e459b389bc0b63b43eae7cdfedd1fc943fcc456e,Q76070851,Q76070851$D64EF83D-D405-479D-89B6-E0C7F708B190,normal,P569,time,Reginald Elibank Murray Margesson,Peerage person ID=509905,date of birth,date on which the subject was born,22/09/1863,no-desc,False,False,False,Reginald Elibank Murray Margesson was born on 22/09/1863.,Reginald Elibank Murray Margesson was born on 22/09/1863.,Reginald Elibank Murray Margesson was born on 22/09/1863.,False,Reginald Elibank Murray Margesson was born on 22/09/1863.,False,https://www.thepeerage.com/p50991.htm#i509905
f36a394c86bc81d2f5c63b0130b0bfa1ffda4cc4,Q69521123,Q69521123$13895249-125E-4B4A-A91F-D783652DF226,normal,P26,wikibase-item,Reinaldus Augustinus Theodorus Maria van Rijckevorsel,Dutch mayor (1907-1976),marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Jeanne Marie Pauline Germaine van Aefferden,(1915-2006),False,True,False,Reinaldus Augustinus Theodorus Maria van Rijckevorsel married Jeanne Marie Pauline Germaine van Aefferden.,Reinaldus Augustinus Theodorus Maria van Rijckevorsel married Jeanne Marie Pauline Germaine van Aefferden.,Reinaldus Augustinus Theodorus Maria van Rijckevorsel married Jeanne Marie Pauline Germaine van Aefferden.,True,Reinaldus Augustinus Theodorus Maria van Rijckevorsel married Jeanne Marie Pauline Germaine van Aefferden.,False,https://www.thepeerage.com/p63867.htm#i638667
f1716ad8b273772c3bdd99b991d1989f6812dabc,Q76136230,Q76136230$F94202D2-5F51-4A73-B6A0-FFEBC9DC18AF,normal,P26,wikibase-item,Veronica Mosley,(1924-1996),marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Peter Hawker,Peerage person ID=556307,False,True,False,Veronica Mosley married Peter Hawker.,Veronica Mosley married Peter Hawker.,Veronica Mosley married Peter Hawker.,True,Veronica Mosley married Peter Hawker.,False,https://www.thepeerage.com/p55631.htm#i556306
d3439ee4758b096a394ccfd8408328f79de7c1ad,Q76137990,Q76137990$38EE89C3-63A2-40D6-8C10-A5CA0592FC1D,normal,P569,time,Mary Ellen Lowe,(1900-1996),date of birth,date on which the subject was born,02/12/1900,no-desc,False,False,False,Mary Ellen Lowe was born on 02/12/1900.,Mary Ellen Lowe was born on 02/12/1900.,Mary Ellen Lowe was born on 02/12/1900.,False,Mary Ellen Lowe was born on 02/12/1900.,False,https://www.thepeerage.com/p55759.htm#i557584
ab00bdb961095c43f6658b15cecc40c3644bfc22,Q75881078,Q75881078$90C4DDB8-FAC6-4566-AF0C-0FB67AC36A56,normal,P26,wikibase-item,Mary Ann Barnard,(died 1895),marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Henry Irwin Cummins,(1824-1886),False,True,False,Mary Ann Barnard married Henry Irwin Cummins.,Mary Ann Barnard married Henry Irwin Cummins.,Mary Ann Barnard married Henry Irwin Cummins.,True,Mary Ann Barnard married Henry Irwin Cummins.,False,https://www.thepeerage.com/p37701.htm#i377001
1501467b94b4b06db2ef64b433b983fe6b081382,Q76230773,Q76230773$73A6F268-30EA-4B23-BF62-A248FADF7CD0,normal,P569,time,Annie Eva Hackett,(born 1885),date of birth,date on which the subject was born,23/01/1885,no-desc,False,False,False,Annie Eva Hackett was born on 23/01/1885.,Annie Eva Hackett was born on 23/01/1885.,Annie Eva Hackett was born on 23/01/1885.,False,Annie Eva Hackett was born on 23/01/1885.,False,https://www.thepeerage.com/p62247.htm#i622461
84df9db4189d9d359100930175bd594dbe2e46b0,Q56378906,Q56378906$D065B96A-253B-4336-98FA-4F3D2281FE88,normal,P26,wikibase-item,Manuel Sotomayor y Luna,Vicepresident of Ecuador,marry,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions",Princess Maria Cristina of Bourbon-Two Sicilies,wife of Manuel Sotomayor y Luna (1899-1985),False,True,False,Manuel Sotomayor and Luna marry Princess Maria Cristina of Bourbon-Two Sicilies.,Manuel Sotomayor and Luna marry Princess Maria Cristina of Bourbon-Two Sicilies.,Manuel Sotomayor and Luna marry Princess Maria Cristina of Bourbon-Two Sicilies.,True,Manuel Sotomayor and Luna married Princess Maria Cristina of Bourbon-Two Sicilies.,True,https://www.thepeerage.com/p11218.htm#i112176
caa40aeb032f765464c7a4f5bc64278809604500,Q7298562,Q7298562$58af09ae-4e9d-381c-7919-ab3970aff53f,normal,P485,wikibase-item,Raymond Andrews,African-American novelist (1934-1991),archive location,the institution holding the subject's archives,"Stuart A. Rose Manuscript, Archives, and Rare Book Library",Emory University's special collections library,False,True,False,"Raymond Andrews's archive location is the Stuart A Rose Manuscript, Archives, and Rare Book Library.","Raymond Andrews's archive location is the Stuart A Rose Manuscript, Archives, and Rare Book Library.","Raymond Andrews's archive location is the Stuart A Rose Manuscript, Archives, and Rare Book Library.",True,"Raymond Andrews's archive location is the Stuart A Rose Manuscript, Archives, and Rare Book Library.",False,https://findingaids.library.emory.edu/documents/andrewsraymond673/
